                           TxHash                                 TxIx        Amount
28b600490b0afe6b00154c9d4acd4b552b6760089ca83b314c638068b5db0a4a     0        6279670 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
28e59748922fe08bb10c29ea8f1dafbf27e013b3b77ce065ede0390ef6c0c574     0        1189560 lovelace + 1 e6a30c14011ab39e4d1351d652197ff9cefe24b6dece15278d73ec30.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "Hello world, Preview Network!")
2909cc170e4c20febe73bc2ab1fb20f6dea269c198344677fbf338d898e4ee72     0        5301300 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2924761c574ac7e7a8d12002a8a92e9b4a739bed9a7431e99d3939e329f7d42f     0        4611700 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
29300880158f7f6a3c72c1bfe553b483629b7e0f5fa8d550ae0b3a33c5f029c6     0        1258520 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1686648538539] Hello world, Preview Network!")
2941a22d36c6e1d7b12c3aea7f981b22748751f9899f787460b4e3279b29929a     0        10331070 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2941a22d36c6e1d7b12c3aea7f981b22748751f9899f787460b4e3279b29929a     1        6469310 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2941a22d36c6e1d7b12c3aea7f981b22748751f9899f787460b4e3279b29929a     2        8025220 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2941a22d36c6e1d7b12c3aea7f981b22748751f9899f787460b4e3279b29929a     3        2706680 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2941a22d36c6e1d7b12c3aea7f981b22748751f9899f787460b4e3279b29929a     4        7529570 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2941a22d36c6e1d7b12c3aea7f981b22748751f9899f787460b4e3279b29929a     5        4288450 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
29528f93f45418678f650863eaf4d17f2a0912c62cf9b56819d3e10b51dfbd32     0        1202490 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1687932024918] Inbound Message!")
2971206ea18dbc7053dbbc73c4ae5d50743960918629192038833a0a9469a5d7     0        10244870 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
297df4b1db1afdde2c3f11a42faefa946f29064bd5551912acacd2f55a786f14     0        23278310 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
29ab9bad8c7735b4f8a71c7283b808a7e5445ced498aaaf01440909c516fbc5f     0        9244950 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
29ad0b76976a66a9e2394d8454493bc8bd13e9b76ee34bca0c1040e88009cd6f     0        1202490 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1688630778790] Inbound Message!")
29d405011bd72089b35293de7d6e0065feec1b66c278366db1745d307b158744     0        32031920 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
29dcf420b95644990c19cebdd5095156ea2bf1c3bd6d1f2464e429fa1802a25f     0        1189560 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "Hello world, Preview Network!")
2a02bb7e307cdbc533d3e6377dec742a94e0d96d65ecdc1f17068841516fda06     0        23243830 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2a5ac425aaf533eb4dea8ea568b8ad7d6d85b74f41059d26d2726f2aaa210492     0        4611700 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2a5f6df8ec19bcdbedeae08ecc0b3df0bd67a1654afbbe912f5420eedaff82b0     0        25441930 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2a658fb8900ba14077cd6f8c39e8d52d996b68fcb2411665954be380dcca5c0d     0        6262430 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2a798e00c0d8baf8c8440ffac724acc28f033c1190fb441ae1dc837853321e8b     0        13641150 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2a7cfe8a86633c13c73feb896bc54a6425f55b3a65ffdd12fe8407bb00381c7b     0        5275440 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2a80c726c4256868044ceb898edc782c8c57affd4766850400e43613ce503e78     0        1202490 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1687420465366] Inbound Message!")
2a84feb44ff4cc584c4866291d636fe7d0608cb588210963652ca94e0ac808f6     0        2400161 lovelace + TxOutDatumHash ScriptDataInBabbageEra "9e1199a988ba72ffd6e9c269cadb3b53b5f360ff99f112d9b2ee30c4d74ad88b"
2a911164fd4e384eae3aa6d16532e650f6570b45bcbebb69851a29a3ef24d331     0        9115650 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2a963b1b2b38ba13205173be40e18d115ec5f7c323c51b4cda6193c45323adcd     0        6279670 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2a9a4baf2a682b47b378cee34153bcf786021679c0dfac56e3b843a480143f86     0        1202490 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1688628230945] Inbound Message!")
2aac5e6c549a2de9efc622886f4afe117343065c15a9f0a6b3919761af226987     0        9193230 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2aac5e6c549a2de9efc622886f4afe117343065c15a9f0a6b3919761af226987     1        5085800 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2aac5e6c549a2de9efc622886f4afe117343065c15a9f0a6b3919761af226987     2        7038230 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2aac5e6c549a2de9efc622886f4afe117343065c15a9f0a6b3919761af226987     3        2685130 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2aac5e6c549a2de9efc622886f4afe117343065c15a9f0a6b3919761af226987     4        6878760 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2aac5e6c549a2de9efc622886f4afe117343065c15a9f0a6b3919761af226987     5        3939340 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2aad577f4eb75e2a2637fb142ec15845ca8791296cda9fddec36c87bad7335e2     0        5240960 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2abffc74e8dd90aa4cfbfbfeb94497f474c460c636ee92da3d126e1869057b98     0        4611700 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2ad31f86478d45f24a9b6ae04f4435d161db33582537d1c6cb4b10503844eebb     0        4611700 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2ad77b72876cfbdfb55b236d8ab1d5cf243b2ebed65c2d43a67e9a4130fda3b1     0        8831190 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2ad937157069a014b11d735fa6df20d2bd2bbaad9267a05dabb7e4bb0aa3dc2e     0        5301300 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2afc9c8da09f40c63355727eedb306ed861c878b947ceea2a91ec40225954681     0        9688880 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2b06575ba795524a2239e90888715a14915e808cf333e9e9895241e80983331f     0        6279670 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2b19766922cce97a683dea980cdb85817cc1864282c11bf3ee2507e909c93da4     0        1202490 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1687486508426] Inbound Message!")
2b30d887b5fe3850648100bc0672ef2297802891163674e4424afe3fa3bdf201     0        9654400 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2b73fa091635d8e34a5b3c7b9f7270ef0b326b17185c7e641e93b84dbdf6b5f1     0        32031920 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2b74c7957fad1223dd0575c31dff08023a205a7e505626f81d58d25a1b136da2     0        6279670 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2b763e293adeaf7bcf0f65dfeaee3663cab5e888a341bd0c84c09532c6c306af     0        9688880 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2be39c51072eb0df7b00bccfa5504acdb995707707cfaa052bfa7f8f379f36f4     0        35191150 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2bf94651a2e62164f40f2b776ee38d9c76355eced322080e6d279f329bd00629     0        2741160 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2bf94651a2e62164f40f2b776ee38d9c76355eced322080e6d279f329bd00629     1        2741160 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c01a312fb7732704c9748dd8a0693ca39af32be27b088625503f423daeb5dbe     0        6279670 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c22251adf27b3ea714141bda95053d968507a7901f7a6cd40ac142bd4bde3c4     0        47616880 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2c24c50a1097ef9c81c0cfcb860a97b60aff50d8d6ed7a7f6980172e2bf3c6cb     0        5301300 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2c25b093d58dbf8778d644d53cccaef3f90e061fe6c533ef99a9c27eaf7c71dc     0        32031920 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c4eb36f7a6d0fbe70abbc32c8984c922b103a8afa99cc698da0e8e73a9f6f41     0        1258520 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1686310269351] Hello world, Preview Network!")
2c52184eaba55690f703714aebe9c69845936c020d9883104ecabb563e6726f5     0        32031920 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c5c83ae04a774620081ee9e695e4e1f26f6f659f37142faeb64a92f9d7df5bd     0        6279670 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c64a9d9b3e9b5010df27c949e0619732487c6dbe80e5a5d98fe1d62a596cbf5     0        12598130 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2c71f20137b1589f8f2891738e3d2252cbcea549b7e5e0c97cfe7cb57f1169b6     0        17076220 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c71f20137b1589f8f2891738e3d2252cbcea549b7e5e0c97cfe7cb57f1169b6     1        31406970 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c71f20137b1589f8f2891738e3d2252cbcea549b7e5e0c97cfe7cb57f1169b6     2        5490940 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c71f20137b1589f8f2891738e3d2252cbcea549b7e5e0c97cfe7cb57f1169b6     3        14335060 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c7527331e690fda164a5d254664d3a6dd6234d1bbad11c0bb643bcbdcc804ae     0        6279670 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c8f385a3d01cc3a66cb556d36759ba99579f76e24ed53ac8fb11934f4b71337     0        23243830 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c9de9d67f65c1ecd063752cf28384536764ccb1098c8ad88896d35d862c1c3d     0        6279670 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2c9e874d7581b8b4d1688191e1a2178c7cc8ffccf5f0be935b431a16809c8980     0        32031920 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2cc43196ea5f50a41b1ae3d33a89c93cb46cdce63f6c30463de5aa2c47d18d24     0        10244870 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2ccf1ea1864aa83c56628c4c4eb06b39da498528b1e006b9c5e4f2569bb7d6fd     0        35191150 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2cd25a74f5fa564aef69ec981c488b1b9980092707a1aef279747770ebee6182     0        23243830 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2ce2372fd776448ab1cfaba3cb4e891ee8d670ce1f8b84c60d244f48c102cfce     0        26739240 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2d04e25f23cd143d961c09641f466ae81a4a6b1b5d5b6febb3179a52605bfd84     0        32031920 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2d48662b90b0d8d7022acb43dfa0195f4a75d76d77819d7e3112e5764fddd0d5     0        13641150 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2d69876948e00dc3cce5af45af30daaee805840f02d4e9d94c49ac8c6abb63b5     0        1202490 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1688123025606] Inbound Message!")
2d766edf4c6e9c9337bff3f2cdd35c5568e111e37a3c722813f34153e82a4c56     0        6279670 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2d79c3bdff4119e09944f34e79c8bc948a2f60aa23e8237d841a0a563163f98f     0        55366260 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2d9148f81fb7cf64eaa597dd133f3284614db3e0e74e8373947b8b5b3d96e0e6     0        9244950 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2d91808cdcaea95b30aad4b7d0aad4f92c2c55bdde4e1d4c15fdd79e21f13ae8     0        1202490 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1687341394099] Inbound Message!")
2da8fc620bc85d66cee7eadb863af7000c5a1fa188476a6b9cb85b2ab15b7488     0        35195460 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2da992482e3828a58563e0fb661354cc126045862e9d33e9108e7cf3ad12dd18     0        3000000 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2defe1d662d7dd06d146d5a6f4eedd5f1f898513df8541705700c9c666f1dd49     0        9688880 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2dfad19e9629c081997d534b57a328010792a40e3ab9c75e520c204ff6456ab1     0        4611700 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2e04f8b82d6b4e765b621fff38244a249999acad2cccaf848298fe2638c1cbf2     0        7339930 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2e04f8b82d6b4e765b621fff38244a249999acad2cccaf848298fe2638c1cbf2     1        7309760 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2e04f8b82d6b4e765b621fff38244a249999acad2cccaf848298fe2638c1cbf2     2        20101840 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2e04f8b82d6b4e765b621fff38244a249999acad2cccaf848298fe2638c1cbf2     3        6637400 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2e387e52a5d379d3c1cde5f58fa6f88cef651e84638b3b94824e507ba84e7b19     0        31161300 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2e6d0586c561a18bae0ae2d6a06f83ac3cb44f1513a20547efdf3b9359d4c480     0        23261070 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2ea7085cdcec42dcac12ea7574c2cf74f72932cb502e5e49d5c242503ecc4825     0        38057300 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2ebe633df19644c103868b209d8f5cef92cd4047ec9ce207d5a3b8edbbc362cd     0        32031920 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2ecfb9670e8c9d511da6ae3df29fcd3c0b045fbd82e3bf978036de0af580d2a8     0        46026490 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2ed0ff0e8fbf9a9c7444ef10a91ad5215f0f9b5a20a9259e25efdfe17f5e1cdc     0        6279670 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2edab17afe5b254e598126b5de5de9146abd7632c16898b9871af409111f4357     0        9244950 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2f3c6b02e4624f6792786c04ecf4a9af5381c2af0f8bacb98e83927a7cb9277a     0        23278310 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2f6c88a951fe2b1fd67e11a5f51dc0673dbc1ff4bfaf32d73165df4e5949032a     0        9688880 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2f70ad237954578d3b3fd836eb756706c35f443a26e81bc89ed2b35b99b250e4     0        4611700 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2f71fc7b326199a89ee693b56ce99921150def7fbdf26042cbfb3ab18b933aae     0        14597970 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2f746e5d6d7a974968874b76b0a9fe52f4d1b8ef497ab5d7094805f81c3359c4     0        23278310 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2f76ef364fcac8b45edd4eddd071b1adf6f5feb002523e665dc02eb11a008c76     0        200000000 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataNumber 42)
2f872e1a48bd34bdc75a438165f94365cea1bcc13e10ad5ab5cd35f8691f1551     0        35191150 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2f8eaaef0b03a4e0bdb052da7f75f6611b7ae2001cc054e5ef81579654ef308e     0        1258520 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1687333021993] Hello world, Preview Network!")
2f8eb859796cee80fea031d817d2c9a7be0f2f655f126d529cd5de6d68eb520a     0        4611700 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2fab8ec090c8549a68cab6906d1264cb3575bad8f847e128b8ee3871e9f8f64d     0        23278310 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
2fc49f76b99d996cbb63f2bebe312025a8f20c89e5870c28ccb151237100363c     0        10249180 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
2fd4765887e2d733242e5fe0c72a19e72e274c67cf08e9fa6d42d56f04415fc3     0        12136960 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
300a377bb1e756f12312b34781be3779afa4c5dd53c8e4cd1dc5b4b342c62004     0        31161300 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
301c196b4a2bf07dacb1efbff004322f3987c6d9f1e8643ad5999fd730e93fc6     0        31497480 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
30437aaf6552933cb9583d159e423ed2a0546454db3691a62693a20fd3b9f3a5     0        42000001 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
306b5d7ca210f51ac207f40514da8cee87bde1cc34b93e9528a1c5bfb3f5a1ea     0        6279670 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
30852b51b2fe9bc765b37255279b8256eef5a23d683f0ce9d5fffe2db1766a3a     0        6684810 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
30852b51b2fe9bc765b37255279b8256eef5a23d683f0ce9d5fffe2db1766a3a     1        7344240 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
30852b51b2fe9bc765b37255279b8256eef5a23d683f0ce9d5fffe2db1766a3a     2        28101200 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
30852b51b2fe9bc765b37255279b8256eef5a23d683f0ce9d5fffe2db1766a3a     3        13641150 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
30c6942c70062fbde25d368e6ad624c7c5beb8719e46ba1692979a9917f5f72b     0        6240880 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
3165af1f2e4f4ea9ce7809eaf6d44e12aef35cde421157bcab3d3f85239ba93e     0        35191150 lovelace + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [])
3188deb681585c03eb5b4a502e497b92316e542ebadbc82eb432f10757b361a0     0        1202490 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1687333419309] Inbound Message!")
318d530340b080c53bbd0cedeea7bf611834cd04690b99d84d50a46bda94aec6     0        1202490 lovelace + 1 ec58c51a266f0d8667f1239538af5aad958c50196874493bd1e9ee65.61757468 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataBytes "[1687493442864] Inbound Message!")
319ba15be10433cda784fb74223d001675779484c79f8e686300a629a0339b73     0        19476890 lovelace + TxOutDatumHash ScriptDataInBabbageEra "923918e403bf43c34b4ef6b48eb2ee04babed17320d8d1b9ff9ad086e86f44ec"
